trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999980000006666}",25,0,-155.20496225243133,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9999920000106667}",20,0,-140.88485032154068,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.999982000054}",30,0,-151.44687129123773,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.9999680001706663}",35,0,-234.44884678806451,"{0: 18, 1: 7, 2: 4, 3: 3, 4: 3}",0
5,False,"{'a': 0.5, 'e': 0.9999500004166653}",20,0,-65.0860721444846,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.9999280008639958}",20,0,-126.50010486201892,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
7,False,"{'a': 0.5, 'e': 0.9999020016006562}",20,0,-73.31476988530602,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.9998720027306434}",25,0,-73.8376579759019,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9998380043739528}",20,0,-89.60217225510979,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9998000066665778}",25,0,-112.10624247022783,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",1
11,False,"{'a': 0.5, 'e': 0.9997580097605092}",25,0,-62.627392744408525,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9997120138237345}",20,0,-35.66066465590703,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9996620190402377}",25,0,-79.45224045333578,"{0: 16, 1: 4, 2: 2, 3: 3, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.9996080256099974}",25,0,-113.79589528708425,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
15,False,"{'a': 0.5, 'e': 0.9995500337489875}",25,0,-92.65043234609158,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9994880436891754}",25,0,-168.72994987919526,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.9994220556785212}",20,0,-18.40569838438517,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.9993520699809768}",20,3,-71.35961627935657,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
19,False,"{'a': 0.5, 'e': 0.9992780868764849}",20,0,-88.5402025159361,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.9992001066609779}",20,0,-188.32390491813572,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
21,False,"{'a': 0.5, 'e': 0.9991181296463766}",30,0,-166.6894873873208,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
22,False,"{'a': 0.5, 'e': 0.9990321561605888}",25,0,-139.59815449007064,"{0: 13, 1: 3, 2: 4, 3: 5, 4: 0}",0
23,False,"{'a': 0.5, 'e': 0.9989421865475084}",20,0,-75.77147286239148,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.9988482211670138}",20,0,-32.82150888719046,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.9987502603949663}",30,11,-73.80281957559396,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
26,False,"{'a': 0.5, 'e': 0.9986483046232089}",25,0,-100.12051476479883,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.9985423542595644}",25,0,-104.78008762030333,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
28,False,"{'a': 0.5, 'e': 0.9984324097278344}",25,0,-197.2108295516083,"{0: 13, 1: 3, 2: 4, 3: 2, 4: 3}",0
29,False,"{'a': 0.5, 'e': 0.9983184714677966}",20,0,-149.09588356791002,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.9982005399352042}",20,0,-224.55825311946538,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 5}",0
31,False,"{'a': 0.5, 'e': 0.9980786156017829}",30,0,-75.69667690793625,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.99795269895523}",30,0,-206.21944715484526,"{0: 13, 1: 5, 2: 8, 3: 2, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.9978227904992117}",20,11,-50.82378233980771,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
34,False,"{'a': 0.5, 'e': 0.9976888907533621}",25,0,-56.811982753878645,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
35,False,"{'a': 0.5, 'e': 0.9975510002532796}",20,4,-36.052461967805,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
36,False,"{'a': 0.5, 'e': 0.9974091195505261}",25,0,-203.14758621565488,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
37,False,"{'a': 0.5, 'e': 0.9972632492126244}",25,0,-79.46139369956799,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.9971133898230555}",25,0,-139.28219816972882,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
39,False,"{'a': 0.5, 'e': 0.9969595419812568}",35,6,-159.84922909350865,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 2}",1
40,False,"{'a': 0.5, 'e': 0.9968017063026194}",25,0,-139.5851273511953,"{0: 13, 1: 4, 2: 5, 3: 2, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9966398834184859}",20,0,-93.1445492228783,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
42,False,"{'a': 0.5, 'e': 0.9964740739761475}",20,9,-35.547148449186395,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 1}",1
43,False,"{'a': 0.5, 'e': 0.996304278638842}",25,0,-110.40544036702812,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.9961304980857502}",25,0,-65.29895731469969,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.9959527330119943}",20,11,-35.55277252484326,"{0: 4, 1: 1, 2: 4, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.9957709841286342}",20,0,-168.66448549475479,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
47,False,"{'a': 0.5, 'e': 0.9955852521626654}",25,0,-78.31314653020443,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9953955378570153}",20,0,-68.54836825108465,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
49,False,"{'a': 0.5, 'e': 0.995201841970541}",25,0,-233.99372650999143,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 5}",0
50,False,"{'a': 0.5, 'e': 0.9950041652780257}",30,0,-97.17245631901086,"{0: 23, 1: 0, 2: 5, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.994802508570176}",20,0,-93.59009419487326,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9945968726536185}",25,0,-26.974694560524476,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
53,False,"{'a': 0.5, 'e': 0.9943872583508965}",30,0,-157.44440462183832,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.9941736665004669}",30,0,-291.6173098082265,"{0: 16, 1: 0, 2: 7, 3: 2, 4: 5}",0
55,False,"{'a': 0.5, 'e': 0.9939560979566968}",20,0,-134.33805129888393,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.9937345535898603}",25,0,-180.4031093438534,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
57,False,"{'a': 0.5, 'e': 0.9935090342861344}",25,0,-69.90160029260328,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.9932795409475959}",35,0,-326.8828626397724,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 6}",0
59,False,"{'a': 0.5, 'e': 0.993046074492218}",35,0,-114.92046005548292,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9928086358538663}",20,0,-45.35948632946358,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.9925672259822949}",25,0,-105.50473435238229,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.9923218458431429}",20,0,-65.05732967614308,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.9920724964179307}",30,3,-98.70142582789882,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 2}",1
64,False,"{'a': 0.5, 'e': 0.9918191787040556}",30,0,-156.8963071201179,"{0: 19, 1: 5, 2: 3, 3: 0, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.9915618937147881}",30,12,-81.92936355417687,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.9913006424792677}",20,0,-74.88962303170817,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.9910354260424993}",20,0,-163.0191746616834,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.990766245465348}",20,0,-126.39768811680965,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.9904931018245359}",20,0,-45.66066634589531,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.9902159962126371}",35,13,-111.31450729814253,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 2}",1
71,False,"{'a': 0.5, 'e': 0.9899349297380738}",30,0,-202.81084197805097,"{0: 18, 1: 3, 2: 5, 3: 0, 4: 4}",0
72,False,"{'a': 0.5, 'e': 0.9896499035251115}",30,0,-97.46413246884339,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9893609187138546}",20,0,-126.58640647128976,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.989067976460242}",25,0,-158.78774587549518,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
75,False,"{'a': 0.5, 'e': 0.9887710779360422}",25,0,-138.9481544576393,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.9884702243288492}",20,0,-88.79046357155754,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9881654168420767}",25,6,-66.79692497622656,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.9878566566949545}",20,0,-18.161404524339833,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
79,False,"{'a': 0.5, 'e': 0.9875439451225226}",25,0,-147.5374002092642,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.9872272833756269}",20,2,-83.90628964717959,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 1}",1
81,False,"{'a': 0.5, 'e': 0.986906672720914}",20,0,-117.69135422419043,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.9865821144408262}",20,0,-207.6835231699556,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
83,False,"{'a': 0.5, 'e': 0.986253609833596}",25,0,-122.21061808955952,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.9859211602132415}",20,0,-90.5352725789785,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9855847669095608}",25,0,-84.49590582769129,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.9852444312681263}",20,0,-153.6684720571649,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
87,False,"{'a': 0.5, 'e': 0.9849001546502806}",20,0,-52.728887261473965,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.9845519384331295}",20,0,-70.45716067279045,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
89,False,"{'a': 0.5, 'e': 0.9841997840095373}",25,3,-143.05211497145112,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 3}",1
90,False,"{'a': 0.5, 'e': 0.9838436927881214}",20,0,-140.0739849331456,"{0: 8, 1: 1, 2: 8, 3: 3, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.9834836661932461}",20,0,-114.4813594637517,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
92,False,"{'a': 0.5, 'e': 0.9831197056650174}",30,0,-131.26647420564112,"{0: 16, 1: 5, 2: 7, 3: 1, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9827518126592768}",25,0,-131.8312588955229,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
94,False,"{'a': 0.5, 'e': 0.9823799886475959}",20,0,-119.0903099213664,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
95,False,"{'a': 0.5, 'e': 0.9820042351172703}",25,0,-100.04429001986185,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.9816245535713135}",25,0,-180.6025664194376,"{0: 13, 1: 0, 2: 9, 3: 1, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.9812409455284513}",20,0,-48.101007446208634,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.9808534125231153}",30,0,-110.19245857105867,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.9804619561054371}",25,0,-71.46600095043782,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.9800665778412416}",25,0,-134.56885748244758,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.9796672793120416}",20,0,-54.71925816589797,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.9792640621150305}",30,0,-111.16858630619936,"{0: 20, 1: 4, 2: 3, 3: 2, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9788569278630767}",20,0,-45.23874011533677,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.9784458781847165}",30,0,-168.96234441507045,"{0: 18, 1: 0, 2: 9, 3: 1, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.9780309147241483}",20,0,-30.97132606574033,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.9776120391412251}",30,0,-221.01745932777933,"{0: 19, 1: 0, 2: 6, 3: 1, 4: 4}",0
107,False,"{'a': 0.5, 'e': 0.9771892531114489}",25,0,-60.72018925196557,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9767625583259631}",20,0,-3.3561767304310473,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.9763319564915464}",25,0,-82.50505584441143,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.9758974493306055}",20,0,-79.2077917073845,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
111,False,"{'a': 0.5, 'e': 0.9754590385811684}",30,11,-136.59004019083025,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.9750167259968777}",25,0,-134.0405772909615,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
113,False,"{'a': 0.5, 'e': 0.974570513346983}",25,0,-121.84574963970384,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.9741204024163344}",25,2,-113.30693620270677,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 2}",1
115,False,"{'a': 0.5, 'e': 0.9736663950053749}",30,0,-137.01026216690283,"{0: 17, 1: 2, 2: 9, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.9732084929301336}",25,0,-116.40289892661804,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9727466980222181}",30,8,-124.51514675371865,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 2}",1
118,False,"{'a': 0.5, 'e': 0.9722810121288076}",20,0,-143.83235683395864,"{0: 11, 1: 3, 2: 2, 3: 2, 4: 2}",1
119,False,"{'a': 0.5, 'e': 0.971811437112645}",20,11,-17.995109760650152,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.9713379748520297}",20,0,-85.60025793079096,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.97086062724081}",20,0,-162.8900444901023,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.9703793961883759}",25,0,-199.47467528743832,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
123,False,"{'a': 0.5, 'e': 0.9698942836196508}",20,0,-72.40700446000054,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9694052914750845}",25,0,-95.50434861283377,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9689124217106447}",25,0,-55.21672022311358,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.9684156762978101}",20,0,-120.24330366030121,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.9679150572235615}",20,0,4.243111815736578,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.9674105664903746}",25,0,-64.74735057132578,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.9669022061162116}",25,0,-125.0267562649356,"{0: 12, 1: 2, 2: 9, 3: 2, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.9663899781345132}",35,9,-177.1341679896587,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 2}",1
131,False,"{'a': 0.5, 'e': 0.9658738845941909}",30,0,-145.70294228664875,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.965353927559618}",20,0,-120.86143715539026,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.9648301091106221}",25,0,-148.44343157329646,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
134,False,"{'a': 0.5, 'e': 0.9643024313424761}",30,0,-177.16078407308405,"{0: 14, 1: 4, 2: 9, 3: 2, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.9637708963658905}",20,0,-129.58522930922734,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
136,False,"{'a': 0.5, 'e': 0.9632355063070045}",20,0,-189.45521241992566,"{0: 9, 1: 0, 2: 6, 3: 3, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.9626962633073776}",35,23,-42.030401688510864,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.9621531695239809}",30,0,-100.42824322937588,"{0: 18, 1: 4, 2: 6, 3: 2, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.9616062271291891}",20,0,-140.97155114183872,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.9610554383107709}",25,0,-191.6291096389747,"{0: 15, 1: 0, 2: 5, 3: 2, 4: 3}",0
141,False,"{'a': 0.5, 'e': 0.9605008052718809}",30,0,-221.73847530403145,"{0: 16, 1: 4, 2: 5, 3: 2, 4: 3}",0
142,False,"{'a': 0.5, 'e': 0.9599423302310505}",20,0,-132.71176298198841,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
143,False,"{'a': 0.5, 'e': 0.959380015422179}",20,0,-127.58247584270416,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.9588138630945251}",20,0,-130.38376707347393,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.9582438755126972}",30,0,-132.9157450881712,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9576700549566448}",35,0,-182.2918798928403,"{0: 22, 1: 1, 2: 8, 3: 2, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.9570924037216496}",20,0,-145.3397113840247,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
148,False,"{'a': 0.5, 'e': 0.9565109241183156}",20,0,-79.62734491324694,"{0: 13, 1: 2, 2: 2, 3: 3, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.9559256184725605}",25,0,-123.54213580306993,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.955336489125606}",20,0,-25.769308097837303,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.9547435384339689}",30,0,-218.3654155205853,"{0: 16, 1: 5, 2: 3, 3: 3, 4: 3}",0
152,False,"{'a': 0.5, 'e': 0.9541467687694509}",20,0,-106.62032770391059,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.9535461825191301}",25,0,-97.65505259732086,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.9529417820853506}",25,0,-103.94213938071161,"{0: 18, 1: 1, 2: 2, 3: 3, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.9523335698857134}",30,0,-141.21012589428014,"{0: 20, 1: 1, 2: 6, 3: 1, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.9517215483530664}",25,0,-135.0922509317899,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.951105719935495}",30,0,-67.29950893617163,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.9504860870963119}",20,0,-87.36366093505066,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.9498626523140478}",30,18,-64.36013022034427,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.9492354180824408}",20,0,-22.9221783613794,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.9486043869104273}",25,0,-204.9641606973949,"{0: 13, 1: 1, 2: 7, 3: 1, 4: 3}",0
162,False,"{'a': 0.5, 'e': 0.9479695613221308}",30,4,-50.89934132284781,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.9473309438568531}",20,0,-70.20521874872364,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.9466885370690631}",30,16,-9.671467394679409,"{0: 9, 1: 5, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.946042343528387}",20,0,-31.39235726690972,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.9453923658195982}",35,0,-120.80522112598689,"{0: 23, 1: 4, 2: 6, 3: 0, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9447386065426066}",25,0,-117.56062028278014,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.9440810683124485}",20,0,-95.0312843540636,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9434197537592759}",35,0,-229.30455178599334,"{0: 18, 1: 3, 2: 8, 3: 4, 4: 2}",0
170,False,"{'a': 0.5, 'e': 0.9427546655283462}",35,0,-98.59825250723046,"{0: 24, 1: 3, 2: 7, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.9420858062800114}",20,0,-86.65385887916254,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.9414131786897075}",20,0,-64.01283928379199,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9407367854479443}",25,0,-143.80776036595748,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.9400566292602934}",20,0,-14.200854525984697,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.9393727128473789}",20,2,-186.78993347959332,"{0: 7, 1: 2, 2: 5, 3: 1, 4: 3}",1
176,False,"{'a': 0.5, 'e': 0.9386850389448655}",20,11,-51.209129515869904,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.937993610303448}",30,0,-99.1466791286006,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9372984296888399}",25,0,-116.84186518183563,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9365994998817627}",25,4,-49.1771828387122,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.9358968236779348}",25,0,-27.74681161122343,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.9351904038880602}",25,0,-9.658542587448922,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.9344802433378168}",25,0,-110.24072725673568,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.933766344867846}",25,11,-68.1056478607828,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
184,False,"{'a': 0.5, 'e': 0.9330487113337409}",20,0,-82.25562405531004,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
